"","features","rank_in_american","rank_in_british","difference"
"3078","ellis",4452,2576,1876
"3079","ellison",3115,NA,NA
"3080","else",9501,9024,477
"3081","else's",4324,NA,NA
"3082","elsewhere",8001,8391,390
"3083","elusive",2416,300,2116
"3084","elvis",5466,NA,NA
"3085","em",6852,2298,4554
"3086","embargo",2119,NA,NA
"3087","embarrassed",4616,2144,2472
"3088","embarrassing",6152,2821,3331
"3089","embarrassment",4974,2969,2005
"3090","embassies",62,NA,NA
"3091","embassy",6847,4674,2173
"3092","embedded",19,37,18
"3093","embrace",6568,2036,4532
"3094","embraced",4803,NA,NA
"3095","embracing",1858,NA,NA
"3096","emerge",5475,6065,590
"3097","emerged",6353,7508,1155
"3098","emergence",2465,4888,2423
"3099","emergency",6696,7750,1054
"3100","emerges",4138,3234,904
"3101","emerging",6512,5130,1382
"3102","emily",1058,NA,NA
"3103","emissions",295,3438,3143
"3104","emotion",4795,3166,1629
"3105","emotional",7888,7414,474
"3106","emotionally",4739,1124,3615
"3107","emotions",4613,4408,205
"3108","empathy",291,NA,NA
"3109","emperor",3764,6064,2300
"3110","emphasis",6025,8438,2413
"3111","emphasize",5382,785,4597
"3112","emphasized",3808,3284,524
"3113","emphasizes",6240,NA,NA
"3114","emphasizing",3054,NA,NA
"3115","empire",6790,7769,979
"3116","employ",809,5386,4577
"3117","employed",5195,8292,3097
"3118","employee",6491,7382,891
"3119","employees",8555,8675,120
"3120","employer",4714,7040,2326
"3121","employers",6689,8219,1530
"3122","employing",923,3542,2619
"3123","employment",6972,9323,2351
"3124","employs",1285,1264,21
"3125","empty",7367,6868,499
"3126","en",1968,5002,3034
"3127","enable",1634,8050,6416
"3128","enacted",1342,1105,237
"3129","encounter",6436,5100,1336
"3130","encountered",3172,5143,1971
"3131","encounters",4584,1184,3400
"3132","encourage",7159,8246,1087
"3133","encouraged",6312,8122,1810
"3134","encourages",3639,2784,855
"3135","encouraging",6053,7001,948
"3136","encryption",2538,NA,NA
"3137","encyclopedia",2489,NA,NA
"3138","end",9771,9842,71
"3139","endangered",22,NA,NA
"3140","ended",8332,8830,498
"3141","ending",7495,6610,885
"3142","endless",6220,4573,1647
"3143","endlessly",2637,NA,NA
"3144","endorse",4886,NA,NA
"3145","endorsed",5726,4113,1613
"3146","endorsement",5594,1317,4277
"3147","endorsements",926,NA,NA
"3148","endorses",1847,NA,NA
"3149","endorsing",3046,NA,NA
"3150","endowment",1640,720,920
"3151","ends",8459,7587,872
"3152","endure",1953,NA,NA
"3153","endured",1512,NA,NA
"3154","enduring",3802,395,3407
"3155","enemies",7463,4136,3327
"3156","enemy",6792,6885,93
"3157","energy",8011,8840,829
"3158","enforce",4234,4248,14
"3159","enforced",2448,3912,1464
"3160","enforcement",6984,5570,1414
"3161","engage",5909,4485,1424
"3162","engaged",6934,6898,36
"3163","engagement",4906,4268,638
"3164","engaging",5582,1208,4374
"3165","engine",4046,7756,3710
"3166","engineer",4028,6062,2034
"3167","engineering",4230,7983,3753
"3168","engineers",4137,6203,2066
"3169","engines",1958,5308,3350
"3170","england",8121,9699,1578
"3171","english",9120,9709,589
"3172","enhance",902,4847,3945
"3173","enhanced",1176,5291,4115
"3174","enjoy",8268,8382,114
"3175","enjoyed",6813,7912,1099
"3176","enjoying",4476,5220,744
"3177","enjoys",4061,2541,1520
"3178","enlightened",401,81,320
"3179","enlisted",1353,NA,NA
"3180","enormous",7209,7462,253
"3181","enormously",1909,2196,287
"3182","enough",9728,9609,119
"3183","enquirer",8370,NA,NA
"3184","ensemble",2258,NA,NA
"3185","ensure",6524,9179,2655
"3186","enter",7425,7922,497
"3187","entered",6603,7973,1370
"3188","entering",5490,6082,592
"3189","enterprise",6759,8077,1318
"3190","enters",2985,1953,1032
"3191","entertaining",5987,3311,2676
"3192","entertainment",8859,6249,2610
"3193","enthusiasm",5848,6861,1013
"3194","enthusiastic",4754,4954,200
"3195","enthusiasts",1208,2342,1134
"3196","entire",9082,7794,1288
"3197","entirely",8595,8482,113
"3198","entitled",4484,8386,3902
"3199","entitlement",1018,2824,1806
"3200","entrance",1111,6563,5452
"3201","entrepreneur",1769,NA,NA
"3202","entrepreneurial",347,NA,NA
"3203","entrepreneurs",3436,628,2808
"3204","entries",4456,5723,1267
"3205","entry",6946,8177,1231
"3206","environment",7924,9137,1213
"3207","environmental",7404,8635,1231
"3208","environmentalists",1121,NA,NA
"3209","envy",4269,280,3989
"3210","epic",6129,927,5202
"3211","epidemic",4771,NA,NA
"3212","episode",8265,4390,3875
"3213","episodes",5292,1036,4256
"3214","equal",8126,8437,311
"3215","equality",4716,5508,792
"3216","equally",8180,8557,377
"3217","equals",1657,NA,NA
"3218","equation",2089,4625,2536
"3219","equipment",6155,8888,2733
"3220","equity",3525,6647,3122
"3221","equivalent",6953,7677,724
"3222","er",6181,4187,1994
"3223","era",8603,6707,1896
"3224","eric",6113,5762,351
"3225","erotic",5325,NA,NA
"3226","error",7543,6379,1164
"3227","errors",5181,5187,6
"3228","escape",7307,7455,148
"3229","escaped",3749,5644,1895
"3230","especially",9535,9513,22
"3231","espionage",4919,NA,NA
"3232","espn",2047,NA,NA
"3233","espy",510,NA,NA
"3234","esquire",3060,NA,NA
"3235","essay",8667,5435,3232
"3236","essays",5472,3062,2410
"3237","essence",5495,5660,165
"3238","essential",7368,8950,1582
"3239","essentially",8197,7338,859
"3240","establish",6594,8354,1760
"3241","established",7697,9329,1632
"3242","establishing",4032,6463,2431
"3243","establishment",7046,7932,886
"3244","estate",7388,8365,977
"3245","estimate",5714,6546,832
"3246","estimated",6355,8232,1877
"3247","estimates",6477,6547,70
"3248","eszterhas",2101,NA,NA
"3249","et",8639,7743,896
"3250","etc",9000,8842,158
"3251","eternal",2610,237,2373
"3252","ethanol",2546,NA,NA
"3253","ethical",6222,2289,3933
"3254","ethics",6657,1642,5015
"3255","ethnic",8558,7004,1554
"3256","ethos",279,NA,NA
"3257","etiquette",3080,NA,NA
"3258","eu",758,NA,NA
"3259","eugene",2256,NA,NA
"3260","euphemism",73,NA,NA
"3261","euro",5069,1929,3140
"3262","europe",9096,9564,468
"3263","europe's",3380,4376,996
"3264","european",9306,9671,365
"3265","europeans",4542,2701,1841
"3266","evaluate",534,3250,2716
"3267","evan",3492,NA,NA
"3268","evangelical",2857,NA,NA
"3269","evans",4870,5410,540
"3270","eve",5853,4190,1663
"3271","even",9931,9904,27
"3272","evening",8150,8958,808
"3273","event",8973,9189,216
"3274","events",8715,9124,409
"3275","eventual",2860,3807,947
"3276","eventually",8693,8811,118
"3277","ever",9770,9529,241
"3278","every",9810,9761,49
"3279","everybody",8881,6560,2321
"3280","everybody's",3770,NA,NA
"3281","everyday",4824,6069,1245
"3282","everyone",9558,9009,549
"3283","everyone's",3841,1142,2699
"3284","everything",9371,9020,351
"3285","everywhere",7738,6253,1485
"3286","evidence",9621,9621,0
"3287","evident",3277,6687,3410
"3288","evidently",5299,3700,1599
"3289","evil",8559,5902,2657
"3290","evocative",1419,NA,NA
"3291","evoke",961,NA,NA
"3292","evolution",6978,4926,2052
"3293","evolutionary",6389,337,6052
"3294","evolved",4572,3220,1352
"3295","ex",549,5868,5319
"3296","ex-wife",498,NA,NA
"3297","exact",5367,5628,261
"3298","exactly",9185,8447,738
"3299","exaggerated",3836,2674,1162
"3300","exam",222,1086,864
"3301","examination",1590,8021,6431
"3302","examine",3188,7557,4369
"3303","examined",2591,6949,4358
"3304","examines",4909,2620,2289
"3305","examining",1182,5006,3824
"3306","example",9665,9802,137
"3307","examples",7943,8683,740
"3308","exceed",4805,3739,1066
"3309","excellent",8064,8582,518
"3310","except",9086,8782,304
"3311","exception",7537,7060,477
"3312","exceptions",4764,5184,420
"3313","excerpt",5826,NA,NA
"3314","excerpts",4311,NA,NA
"3315","excess",5518,6847,1329
"3316","excesses",2425,NA,NA
"3317","excessive",6247,5638,609
"3318","exchange",8709,9059,350
"3319","exchanges",3474,4377,903
"3320","excited",2688,2800,112
"3321","excitement",5103,5153,50
"3322","exciting",5106,7079,1973
"3323","exclude",1962,4838,2876
"3324","excluded",1628,6568,4940
"3325","exclusion",296,5612,5316
"3326","exclusive",6461,6507,46
"3327","exclusively",4653,5681,1028
"3328","excuse",6975,5044,1931
"3329","excuses",1555,NA,NA
"3330","execs",1632,NA,NA
"3331","executed",4477,4977,500
"3332","execution",5260,5168,92
"3333","executions",1897,NA,NA
"3334","executive",8751,8967,216
"3335","executives",7787,5138,2649
"3336","exempt",1951,2642,691
"3337","exercise",7331,8903,1572
"3338","exercises",2094,6084,3990
"3339","exhausted",1998,3079,1081
"3340","exhibit",6041,1518,4523
"3341","exhibited",138,2191,2053
"3342","exhibition",7090,8594,1504
"3343","exile",3922,3993,71
"3344","exist",7906,7968,62
"3345","existed",3811,6545,2734
"3346","existence",7636,8431,795
"3347","existing",5622,9010,3388
"3348","exists",6365,6925,560
"3349","exit",4526,3296,1230
"3350","exley",2368,NA,NA
"3351","exotic",2135,3734,1599
"3352","expand",6535,5407,1128
"3353","expanded",5082,5699,617
"3354","expanding",5511,5005,506
"3355","expansion",7142,7463,321
"3356","expect",8710,8768,58
"3357","expectation",1437,4567,3130
"3358","expectations",7229,7546,317
"3359","expected",8918,9441,523
"3360","expecting",2908,4073,1165
"3361","expects",3490,3595,105
"3362","expelled",812,1821,1009
"3363","expenditures",4690,NA,NA
"3364","expense",6832,6924,92
"3365","expenses",4694,6326,1632
"3366","expensive",8297,8087,210
"3367","experience",9227,9612,385
"3368","experienced",6485,8279,1794
"3369","experiences",5891,7441,1550
"3370","experiment",7274,6360,914
"3371","experimental",4026,5074,1048
"3372","experiments",5263,4938,325
"3373","expert",7434,7729,295
"3374","expertise",3359,6744,3385
"3375","experts",8432,7444,988
"3376","explain",9148,8361,787
"3377","explained",8241,8211,30
"3378","explainer",3351,NA,NA
"3379","explaining",7199,5297,1902
"3380","explains",9149,6724,2425
"3381","explanation",8722,7584,1138
"3382","explanations",5107,5084,23
"3383","explicit",6659,6057,602
"3384","explicitly",5638,4812,826
"3385","explode",1244,NA,NA
"3386","exploded",1272,2361,1089
"3387","exploit",4614,3810,804
"3388","exploitation",881,4786,3905
"3389","exploited",2225,3604,1379
"3390","exploiting",3032,NA,NA
"3391","exploits",3076,NA,NA
"3392","exploration",2394,4191,1797
"3393","explore",4336,6495,2159
"3394","explorer",6443,NA,NA
"3395","explores",2049,NA,NA
"3396","exploring",555,3419,2864
"3397","explosion",5197,4848,349
"3398","explosive",2549,1661,888
"3399","export",5300,7214,1914
"3400","exports",5224,6961,1737
"3401","expose",4594,NA,NA
"3402","exposed",6918,6230,688
"3403","exposes",3332,NA,NA
"3404","exposing",2663,NA,NA
"3405","exposure",4948,5294,346
"3406","express",7471,8101,630
"3407","expressed",7913,8687,774
"3408","expresses",1647,1053,594
"3409","expressing",4705,4413,292
"3410","expression",7690,7683,7
"3411","expressions",4405,3917,488
"3412","exquisite",776,NA,NA
"3413","extend",5600,7195,1595
"3414","extended",6199,8271,2072
"3415","extending",808,5189,4381
"3416","extension",1448,7357,5909
"3417","extensive",5319,7815,2496
"3418","extent",7330,9100,1770
"3419","external",958,8010,7052
"3420","extra",9097,8932,165
"3421","extradition",656,NA,NA
"3422","extraordinarily",436,NA,NA
"3423","extraordinary",6998,6928,70
"3424","extreme",7669,7436,233
"3425","extremely",7736,8475,739
"3426","extremists",796,NA,NA
"3427","exxon",1065,NA,NA
"3428","eye",8431,8450,19
"3429","eyes",9051,8620,431
"3430","f",8000,8420,420
"3431","faa",2122,NA,NA
"3432","fabric",3518,6246,2728
"3433","fabulous",3628,1604,2024
"3434","face",9522,9460,62
"3435","faced",6781,7930,1149
"3436","faces",7660,7355,305
"3437","facial",3508,NA,NA
"3438","facilities",4544,8844,4300
"3439","facility",2794,5918,3124
"3440","facing",6014,7501,1487
"3441","fact",9804,9755,49
"3442","faction",215,3314,3099
"3443","factions",60,2843,2783
"3444","facto",2339,NA,NA
"3445","factor",7716,8245,529
"3446","factories",3445,5611,2166
"3447","factors",5670,8862,3192
"3448","factory",5592,7891,2299
"3449","facts",8672,8176,496
"3450","factual",2206,2075,131
"3451","faculty",3905,4877,972
"3452","fade",406,NA,NA
"3453","fail",7808,7183,625
"3454","failed",9103,9027,76
"3455","failing",7880,6519,1361
"3456","fails",7487,5845,1642
"3457","failure",8802,8774,28
"3458","failures",4362,3817,545
"3459","faint",757,NA,NA
"3460","fair",9060,8763,297
"3461","fairly",7514,8266,752
"3462","fairness",4082,2252,1830
"3463","faith",8577,7241,1336
"3464","faithful",2905,2827,78
"3465","fake",6008,NA,NA
"3466","fall",9256,9035,221
"3467","fallacy",524,NA,NA
"3468","fallen",6711,7078,367
"3469","falling",7713,7524,189
"3470","fallout",835,NA,NA
"3471","fallows",2041,NA,NA
"3472","falls",7656,7080,576
"3473","false",8163,6983,1180
"3474","falsely",1669,NA,NA
"3475","faludi",2144,NA,NA
"3476","falun",80,NA,NA
"3477","falwell",4000,NA,NA
"3478","fame",7214,4717,2497
"3479","familiar",8453,7970,483
"3480","families",8787,8963,176
"3481","family",9713,9777,64
"3482","family's",4185,2434,1751
"3483","famine",3207,1990,1217
"3484","famous",9038,8612,426
"3485","famously",4488,NA,NA
"3486","fan",7233,5436,1797
"3487","fancy",5607,4497,1110
"3488","fannie",3650,NA,NA
"3489","fans",8177,7897,280
"3490","fantasies",5187,NA,NA
"3491","fantastic",1930,3378,1448
"3492","fantasy",6927,4297,2630
"3493","far",9740,9780,40
"3494","farce",2111,NA,NA
"3495","fare",3100,3210,110
"3496","farewell",2395,968,1427
"3497","farm",6872,8410,1538
"3498","farmer",1127,5791,4664
"3499","farmers",6544,8081,1537
"3500","farrakhan",2728,NA,NA
"3501","farrow",96,NA,NA
"3502","farther",233,NA,NA
"3503","fascinated",3098,66,3032
"3504","fascinating",6539,5305,1234
"3505","fascination",2240,618,1622
"3506","fascist",1898,2465,567
"3507","fashion",8882,7977,905
"3508","fashionable",3496,3856,360
"3509","fast",8286,8305,19
"3510","faster",7005,6072,933
"3511","fat",7942,6944,998
"3512","fatal",6217,4353,1864
"3513","fatalities",42,NA,NA
"3514","fate",7169,5805,1364
"3515","father",9360,9193,167
"3516","father's",7038,5786,1252
"3517","fathers",6143,3074,3069
"3518","fatigue",2301,NA,NA
"3519","faulkner",918,NA,NA
"3520","fault",7399,6060,1339
"3521","faults",1306,926,380
"3522","favor",8887,NA,NA
"3523","favorable",5250,NA,NA
"3524","favored",6140,NA,NA
"3525","favorite",8880,NA,NA
"3526","favorites",1124,NA,NA
"3527","favors",6251,NA,NA
"3528","fax",1471,2441,970
"3529","fbi",8741,NA,NA
"3530","fcc",3924,NA,NA
"3531","fda",4881,NA,NA
"3532","fdr",4498,NA,NA
"3533","fear",9065,8633,432
"3534","feared",5216,5707,491
"3535","fearing",1804,NA,NA
"3536","fears",7296,7454,158
"3537","feat",2018,NA,NA
"3538","feature",8851,8512,339
"3539","featured",5825,5341,484
"3540","features",8727,8712,15
"3541","featuring",6104,4225,1879
"3542","feb",8424,7771,653
"3543","february",6358,9016,2658
"3544","fec",2079,NA,NA
"3545","fed",7997,5933,2064
"3546","fed's",2848,NA,NA
"3547","federal",9724,7911,1813
"3548","federation",2520,6657,4137
"3549","feds",3414,NA,NA
"3550","fee",5847,7318,1471
"3551","feed",5028,6265,1237
"3552","feeding",2472,5238,2766
"3553","feel",9564,9472,92
"3554","feeling",8746,8755,9
"3555","feelings",7158,7711,553
"3556","feels",8475,6807,1668
"3557","fees",6331,7389,1058
"3558","feet",8225,8826,601
"3559","fein",4127,NA,NA
"3560","felicity",89,NA,NA
"3561","fell",8041,8773,732
"3562","fellow",8599,7601,998
"3563","felony",1347,NA,NA
"3564","felt",9003,9357,354
"3565","female",8775,8711,64
"3566","females",1370,3265,1895
"3567","feminine",2935,2059,876
"3568","feminism",5201,1988,3213
"3569","feminist",6893,5981,912
"3570","feminists",5679,3558,2121
"3571","fence",1106,4204,3098
"3572","ferguson",114,4269,4155
"3573","ferraro",869,NA,NA
"3574","fertility",2580,4348,1768
"3575","festival",5481,7490,2009
"3576","fetus",4576,NA,NA
"3577","fever",2585,1281,1304
"3578","few",9832,9803,29
"3579","fewer",8078,7247,831
"3580","fiasco",270,NA,NA
"3581","fiction",7976,6271,1705
"3582","fictional",4574,156,4418
"3583","fidel",879,NA,NA
"3584","fidelity",450,NA,NA
"3585","field",8686,9263,577
"3586","fields",5227,7904,2677
"3587","fierce",4075,4228,153
"3588","fiercely",2650,NA,NA
"3589","fifth",7193,7503,310
"3590","fifty",7,6694,6687
"3591","figaro",4978,NA,NA
"3592","fight",9098,8501,597
"3593","fighter",5174,3550,1624
"3594","fighters",3382,2265,1117
"3595","fighting",8300,8331,31
"3596","fights",4270,1730,2540
"3597","figure",9191,9280,89
"3598","figured",5358,NA,NA
"3599","figures",8520,9150,630
"3600","figuring",1749,NA,NA
"3601","file",6692,5847,845
"3602","filed",7435,1965,5470
"3603","files",5902,4139,1763
"3604","filing",3940,NA,NA
"3605","fill",7868,7023,845
"3606","filled",7877,7115,762
"3607","filling",3424,4964,1540
"3608","film",9716,9149,567
"3609","film's",7218,NA,NA
"3610","filmed",2278,232,2046
"3611","filmmaker",2936,NA,NA
"3612","filmmakers",4792,NA,NA
"3613","films",8839,7681,1158
"3614","filters",875,NA,NA
"3615","final",9004,9492,488
"3616","finale",638,NA,NA
"3617","finally",9355,9161,194
"3618","finance",8562,9012,450
"3619","financial",9432,9566,134
"3620","financially",3275,2900,375
"3621","financing",3422,4701,1279
"3622","find",9769,9745,24
"3623","finding",8496,8159,337
"3624","findings",7779,7015,764
"3625","finds",8605,6937,1668
"3626","fine",8913,9057,144
"3627","fines",1074,2778,1704
"3628","finest",1623,6028,4405
"3629","finger",4441,4587,146
"3630","fingers",4447,5466,1019
"3631","finish",6271,7476,1205
"3632","finished",6973,8223,1250
"3633","finishing",735,5144,4409
"3634","finkelstein",3305,NA,NA
"3635","fire",8677,9056,379
"3636","firearms",1311,NA,NA
"3637","fired",8024,5595,2429
"3638","fires",3222,2978,244
"3639","firing",4965,2640,2325
"3640","firm",8668,9225,557
"3641","firmly",2853,7038,4185
"3642","firms",7766,8991,1225
"3643","first",9917,9934,17
"3644","fiscal",6817,5246,1571
"3645","fish",7609,8974,1365
"3646","fishing",1855,7170,5315
"3647","fit",7657,8623,966
"3648","fits",4750,3146,1604
"3649","fitting",2445,4846,2401
"3650","five",9503,9731,228
"3651","five-year",251,3852,3601
"3652","fix",6255,3379,2876
"3653","fixed",6151,8310,2159
"3654","fixing",602,563,39
"3655","flag",6385,5140,1245
"3656","flags",2199,NA,NA
"3657","flame",1014,NA,NA
"3658","flames",68,2130,2062
"3659","flap",1171,NA,NA
"3660","flash",3685,2076,1609
"3661","flat",6795,8221,1426
"3662","flatly",1943,NA,NA
"3663","flavor",3053,NA,NA
"3664","flaw",4159,NA,NA
"3665","flawed",4842,NA,NA
"3666","flaws",3928,NA,NA
"3667","fled",4469,4358,111
"3668","flee",486,NA,NA
"3669","fleece",2099,NA,NA
"3670","fleeing",1439,NA,NA
"3671","flesh",5819,3370,2449
"3672","flew",3437,5504,2067
"3673","flexibility",810,6124,5314
"3674","flexible",1274,6579,5305
"3675","flick",1992,NA,NA
"3676","flies",3066,2457,609
"3677","flight",8383,7868,515
"3678","flights",3682,4434,752
"3679","flip",1971,NA,NA
"3680","floating",2648,4306,1658
